,user_id,food_ids
100,1,"['milk', 'raspberry', 'cereal', 'lime', 'chocolate', 'nectarine', 'eye_fillet', 'salad', 'sausage', 'lemon']"
101,1,"['milk', 'cereal', 'nectarine', 'peanut_butter', 'cheese', 'bread', 'sausage']"
102,1,"['milk', 'banana', 'cereal', 'lime', 'peanut_butter', 'nectarine', 'bread', 'chocolate', 'protein_bar']"
103,1,"['milk', 'cereal', 'lime', 'peanut_butter', 'raspberry', 'bread', 'chocolate', 'lemon']"
104,1,"['milk', 'cereal', 'biscuit', 'chocolate', 'chicken', 'protein_bar']"
105,1,"['milk', 'biscuit', 'baked_bean', 'lime', 'chocolate', 'raspberry', 'chicken', 'lemon']"
106,1,"['milk', 'pasta', 'biscuit', 'lime', 'chocolate', 'nectarine', 'sour_cream', 'chicken']"
107,1,"['milk', 'cereal', 'lime', 'chocolate', 'lemon', 'beer']"
108,1,"['milk', 'raspberry', 'protein_bar', 'biscuit', 'sour_cream']"
109,1,"['milk', 'lemon', 'chocolate', 'biscuit', 'lime']"
110,1,"['milk', 'biscuit', 'lime', 'raspberry', 'protein_bar', 'wrap']"
111,1,"['milk', 'lemon', 'raspberry', 'biscuit', 'chocolate']"
112,1,"['milk', 'biscuit', 'lime', 'chocolate', 'nectarine', 'lemon', 'protein_bar']"
113,1,"['milk', 'banana', 'biscuit', 'nectarine', 'chocolate', 'raspberry', 'protein_bar', 'wrap']"
114,1,"['lime', 'apple', 'banana', 'chocolate', 'nectarine']"
115,1,"['peanut_butter', 'raspberry', 'eye_fillet', 'cheese', 'bread', 'sausage', 'protein_bar']"
116,1,"['sandwich', 'lime', 'peanut_butter', 'cheese', 'bread', 'sausage']"
117,1,"['milk', 'biscuit', 'quest_bar', 'quest_bar']"
118,1,"['milk', 'banana', 'protein_bar', 'biscuit', 'eye_fillet', 'apple']"
119,1,"['milk', 'quest_bar', 'lime', 'chocolate', 'lamb', 'eye_fillet', 'oat']"
120,1,"['milk', 'raspberry', 'bread', 'quest_bar', 'quest_bar', 'lime', 'peanut_butter', 'lamb', 'apple', 'oat']"
121,1,"['milk', 'quest_bar', 'biscuit', 'sour_cream', 'apple', 'quest_bar']"
122,1,"['milk', 'quest_bar', 'quest_bar', 'oat', 'chocolate', 'raspberry']"
123,1,"['milk', 'quest_bar', 'quest_bar', 'lime', 'mint', 'raspberry', 'biscuit']"
124,1,"['milk', 'biscuit', 'apple_pie', 'quest_bar', 'raspberry', 'cheese', 'bread']"
125,1,"['milk', 'chocolate', 'quest_bar', 'lime', 'quest_bar', 'grape', 'raspberry', 'oat']"
126,1,"['milk', 'quest_bar', 'oat', 'lime', 'apple_pie', 'chicken']"
127,1,"['milk', 'chocolate', 'biscuit', 'lime', 'peanut_butter', 'biscuit', 'quest_bar']"
128,1,"['coffee_mate', 'chocolate', 'raspberry', 'quest_bar', 'chocolate']"
129,1,"['coffee_mate', 'quest_bar', 'raspberry', 'quest_bar', 'chocolate']"
130,1,"['coffee_mate', 'apple_pie', 'raspberry', 'chocolate', 'quest_bar']"
131,1,"['peanut', 'quest_bar', 'raspberry', 'chocolate', 'chocolate']"
132,1,"['apple_pie', 'quest_bar', 'raspberry', 'lucozade_sport', 'peanut', 'chocolate']"
133,1,"['quest_bar', 'quest_bar', 'raspberry', 'broccoli', 'lucozade_sport', 'chocolate']"
134,1,"['quest_bar', 'raspberry', 'quest_bar', 'chocolate', 'lucozade_sport']"
135,1,"['quest_bar', 'raspberry', 'chocolate', 'lucozade_sport']"
136,1,"['biscuit', 'quest_bar', 'raspberry', 'lucozade_sport', 'apple_pie', 'chocolate']"
137,1,"['quest_bar', 'raspberry', 'quest_bar']"
138,1,"['milk', 'chocolate', 'biscuit', 'lime', 'peanut_butter', 'potato', 'apple_pie', 'bread', 'chicken']"
139,1,"['milk', 'protein_bar', 'biscuit', 'peanut_butter', 'eye_fillet', 'bread', 'chocolate', 'sausage']"
140,1,"['milk', 'biscuit']"
141,1,"['peanut_butter', 'chicken', 'bread', 'biscuit', 'milk']"
142,1,"['milk', 'chocolate', 'biscuit', 'lime', 'chocolate', 'orange', 'boiled', 'apple_pie']"
143,1,"['milk', 'chocolate', 'biscuit', 'boiled']"
144,1,"['milk', 'biscuit', 'lime', 'eye_fillet', 'apple_pie', 'bread', 'poached']"
145,1,"['milk', 'banana', 'chocolate', 'biscuit', 'lime', 'peanut_butter', 'lamb', 'orange', 'bread', 'quest_bar', 'chocolate', 'potato']"
146,1,"['milk', 'chocolate', 'biscuit', 'lime', 'peanut_butter', 'eye_fillet', 'boiled', 'bread', 'chocolate']"
147,1,"['milk', 'biscuit', 'peanut_butter', 'spaghetti', 'bread', 'sausage', 'protein_bar']"
148,1,"['lorraine', 'milk', 'chicken', 'biscuit', 'lime']"
149,1,"['lorraine', 'milk', 'biscuit', 'chocolate']"
150,1,"['milk', 'quest_bar', 'biscuit', 'lime', 'peanut_butter', 'lorraine', 'bread', 'chicken', 'chocolate']"
151,1,"['milk', 'biscuit', 'lime', 'chocolate', 'raspberry', 'boiled', 'croissant']"
152,1,"['chocolate', 'raspberry', 'quest_bar', 'wrap', 'sour_cream']"
153,1,"['quest_bar', 'lime', 'chocolate', 'eye_fillet', 'bread', 'protein_bar']"
154,1,"['raspberry', 'salad', 'protein_bar']"
155,1,"['milk', 'quest_bar', 'biscuit', 'lime', 'chocolate', 'raspberry', 'wrap']"
156,1,"['milk', 'biscuit', 'lime', 'chocolate', 'raspberry', 'protein_bar', 'wrap']"
157,1,"['milk', 'quest_bar', 'biscuit', 'lime', 'chocolate', 'protein_bar', 'wrap']"
158,1,"['quest_bar', 'bread', 'peanut_butter', 'raspberry', 'croissant', 'lasagne', 'protein_bar']"
159,1,"['quest_bar', 'lime', 'peanut_butter', 'lamb', 'bread', 'raspberry', 'lasagne', 'ice_cream', 'protein_bar', 'broccoli']"
160,1,"['peanut_butter', 'lamb', 'bread', 'biscuit', 'milk']"
161,1,"['milk', 'biscuit', 'peanut_butter', 'lamb', 'bread', 'lasagne']"
162,1,"['milk', 'biscuit', 'lime', 'peanut_butter', 'raspberry', 'eye_fillet', 'bread', 'chocolate']"
163,1,"['milk', 'chocolate', 'biscuit', 'quest_bar']"
164,2,"['sauce', 'pea']"
165,2,"['bread', 'tomato']"
166,2,"['mocha', 'skimmed', 'vegetable']"
167,2,"['bread', 'peanut_butter']"
168,2,"['bread', 'onion']"
169,2,"['vegetable', 'wedge']"
170,2,"['mocha', 'skimmed', 'banana', 'carrot']"
171,2,"['hot_chocolate', 'strawberry']"
172,2,"['margarine', 'bread', 'baked_bean']"
173,2,['bread']
174,2,"['marmite', 'peanut_butter', 'bread', 'chicken', 'mocha', 'skimmed']"
175,2,"['bread', 'lentil']"
176,2,"['bread', 'tomato_sauce']"
177,2,['bread']
178,2,"['mocha', 'marmite', 'fudge', 'bread', 'skimmed']"
179,2,"['bread', 'tomato_sauce']"
180,2,"['bread', 'marmite']"
181,2,"['burger', 'carrot', 'vegetable', 'onion', 'boiled']"
182,2,"['cheese', 'skimmed', 'coconut', 'mocha', 'bread']"
183,2,"['bread', 'wedge', 'sausage']"
184,2,"['carrot', 'chicken', 'mint_sauce', 'onion', 'boiled']"
185,2,"['mocha', 'peanut_butter', 'bread', 'cheddar_cheese', 'skimmed']"
186,2,"['potato', 'tomato', 'lettuce']"
187,2,['bread']
188,2,"['banana', 'fudge', 'oat', 'chicken', 'mocha', 'skimmed']"
189,2,"['bread', 'baked_bean']"
190,2,"['burger', 'corn', 'swede', 'onion', 'boiled']"
191,2,"['skimmed', 'vanilla', 'bread']"
192,2,"['bread', 'soup']"
193,2,"['carrot', 'baked_potato']"
194,2,"['marmite', 'bread']"
195,2,"['fudge', 'chocolate', 'apple', 'sunflower_seed', 'coconut_cake', 'skimmed']"
196,2,"['hot_chocolate', 'strawberry']"
197,2,"['bread', 'tomato_sauce', 'baked_bean']"
198,2,"['vegetable', 'bread']"
199,2,['skimmed']
200,2,['potato']
201,2,"['cabbage', 'chicken', 'mint_sauce', 'onion', 'boiled']"
202,2,"['skimmed', 'milk_chocolate', 'sausage']"
203,2,['vegetable']
204,2,['vegetable']
205,2,"['skimmed', 'scone']"
206,2,"['tomato', 'salad', 'rice']"
207,2,"['tomato', 'rice']"
208,2,"['rice', 'skimmed', 'scone', 'chocolate']"
209,2,['banana']
210,2,"['cabbage', 'mint_sauce', 'carrot', 'onion']"
211,2,"['chicken', 'vegetable']"
212,2,"['mocha', 'skimmed', 'custard', 'fudge']"
213,2,['bread']
214,2,"['cabbage', 'swede', 'melt', 'mint_sauce', 'boiled']"
215,2,"['mocha', 'marmite', 'bread', 'egg', 'skimmed']"
216,2,"['bread', 'peanut_butter']"
217,2,['baked_potato']
218,2,"['chicken', 'vegetable']"
219,2,"['mocha', 'skimmed', 'vanilla', 'egg']"
220,2,['vegetable']
221,2,"['potato', 'carrot', 'cabbage', 'vegetable', 'boiled']"
222,2,"['mocha', 'skimmed', 'egg', 'banana']"
223,2,"['hot_chocolate', 'bun']"
224,2,"['bread', 'bread', 'baked_bean', 'ketchup']"
225,2,"['chicken', 'vegetable']"
226,2,"['skimmed', 'milk_chocolate', 'biscuit', 'sunflower_seed']"
227,2,"['bread', 'vegetable']"
228,2,"['corn', 'bread', 'tomato']"
229,2,"['marmite', 'sunflower_seed', 'bread', 'skimmed']"
230,2,['banana']
231,2,"['wedge', 'carrot', 'onion']"
232,2,"['peanut_butter', 'bread']"
233,2,"['mocha', 'skimmed', 'fudge']"
234,2,"['burger', 'wedge', 'onion']"
235,2,['bread']
236,2,"['biscuit', 'chocolate', 'pasta', 'chocolate_ball', 'onion', 'mocha', 'skimmed']"
237,2,['banana']
238,2,"['potato', 'salad']"
239,2,['rice']
240,2,"['chocolate', 'skimmed']"
241,2,['banana']
242,2,"['potato', 'chicken', 'carrot', 'onion']"
243,2,['vegetable']
244,2,"['mocha', 'skimmed', 'milk_chocolate', 'milk_chocolate']"
245,2,"['hot_chocolate', 'strawberry']"
246,2,"['bread', 'bread', 'baked_bean', 'ketchup']"
247,2,"['chicken', 'vegetable']"
248,2,"['skimmed', 'nut', 'bread']"
249,2,['banana']
250,2,"['lentil', 'chicken']"
251,2,"['potato', 'carrot', 'boiled']"
252,2,"['mocha', 'peanut_butter', 'bread', 'skimmed']"
253,2,"['melt', 'potato_chip']"
254,2,['vegetable']
255,2,"['marmite', 'apple', 'bread', 'fudge', 'mocha', 'skimmed']"
256,2,['banana']
257,2,"['wedge', 'carrot', 'onion']"
258,2,"['potato', 'swede']"
259,2,"['cheese', 'chocolate', 'nut', 'skimmed']"
260,2,"['vegetable', 'bread']"
261,2,"['ketchup', 'bread']"
262,2,"['mocha', 'vegetable']"
263,2,"['chocolate', 'skimmed', 'bread', 'marmite']"
264,2,"['cheese', 'banana']"
265,2,"['bread', 'tomato']"
266,2,"['carrot', 'chicken', 'vegetable', 'boiled']"
267,2,"['mocha', 'skimmed', 'milk_chocolate']"
268,2,['banana']
269,2,"['corn', 'chicken', 'swede']"
270,2,['vegetable']
271,2,"['skimmed', 'nut', 'coconut', 'sunflower_seed']"
272,2,"['hot_chocolate', 'strawberry']"
273,2,"['bread', 'bread', 'tomato', 'baked_bean']"
274,2,"['cheese', 'marmite', 'bread']"
275,2,"['chocolate', 'skimmed']"
276,2,"['potato', 'bun']"
277,2,"['marmite', 'bread', 'skimmed']"
278,2,"['peanut_butter', 'bread']"
279,2,"['cappuccino', 'potato']"
280,2,['noodle']
281,2,"['fudge', 'ketchup', 'potato', 'nut', 'chocolate', 'skimmed', 'cream', 'milk_chocolate', 'orange', 'onion', 'hot_chocolate']"
282,2,"['cheese', 'marmite', 'baked_bean']"
283,2,['onion']
284,2,"['carrot', 'chicken', 'vegetable', 'onion', 'boiled']"
285,2,"['skimmed', 'yoghurt', 'biscuit']"
286,2,['banana']
287,2,['vegetable']
288,2,"['vegetable', 'bread']"
289,2,"['fudge', 'chocolate', 'bread', 'peanut_butter', 'mocha', 'skimmed', 'orange', 'raspberry']"
290,2,['potato']
291,2,"['burger', 'cappuccino']"
292,2,"['mocha', 'skimmed', 'nut']"
293,2,['banana']
294,2,"['bread', 'onion']"
295,2,"['cappuccino', 'vegetable']"
296,2,"['mocha', 'skimmed', 'onion']"
297,2,"['hot_chocolate', 'strawberry']"
298,2,"['bread', 'bread', 'tomato', 'baked_bean']"
299,2,"['chicken', 'vegetable']"
300,2,"['mocha', 'marmite', 'milk_chocolate', 'bread', 'skimmed']"
301,2,['vegetable']
302,2,"['potato', 'carrot', 'boiled']"
303,2,"['biscuit', 'skimmed', 'milk_chocolate', 'onion', 'mocha']"
304,2,"['burger', 'potato_chip']"
305,2,"['carrot', 'melt', 'boiled']"
306,2,"['biscuit', 'peanut_butter', 'bread', 'mocha', 'skimmed']"
307,2,"['bread', 'mocha', 'tomato', 'sauce']"
308,2,"['mocha', 'cheese']"
309,2,"['skimmed', 'coke', 'biscuit']"
310,2,"['vegetable', 'wedge', 'onion']"
311,2,"['mocha', 'chicken', 'vegetable']"
312,2,"['marmite', 'biscuit', 'biscuit', 'bread', 'skimmed']"
313,2,['vegetable']
314,2,"['melt', 'swede', 'pea']"
315,2,"['mocha', 'skimmed', 'biscuit', 'egg']"
316,2,"['bread', 'vegetable']"
317,2,"['carrot', 'melt', 'boiled']"
318,2,"['cheese', 'marmite', 'bread', 'mocha', 'skimmed']"
319,2,"['hot_chocolate', 'strawberry']"
320,2,"['bread', 'bread', 'baked_bean', 'ketchup']"
321,2,"['potato', 'carrot']"
322,2,"['marmite', 'strawberry', 'cheese', 'bread', 'mocha', 'skimmed', 'biscuit']"
323,2,"['wedge', 'onion', 'bean']"
324,2,"['ketchup', 'bread']"
325,2,"['mocha', 'skimmed', 'biscuit']"
326,2,['banana']
327,2,"['tomato', 'bread', 'corn']"
328,2,"['ketchup', 'wedge', 'onion', 'bean']"
329,2,"['cheese', 'marmite', 'cappuccino', 'bread', 'skimmed']"
330,2,"['melt', 'carrot']"
331,2,"['cappuccino', 'mocha', 'bread', 'biscuit', 'skimmed']"
332,2,"['cheese', 'chicken']"
333,2,"['curry_powder', 'tomato', 'onion']"
334,2,"['marmite', 'fudge', 'corn', 'cheese', 'cappuccino', 'skimmed']"
335,2,"['potato', 'swede']"
336,2,['chicken']
337,2,"['mocha', 'skimmed', 'milk_chocolate', 'nut', 'biscuit']"
338,2,"['cappuccino', 'potato']"
339,2,"['ketchup', 'bread']"
340,2,"['cheese', 'skimmed', 'milk_chocolate', 'chicken', 'nut']"
341,2,"['hot_chocolate', 'strawberry']"
342,2,"['bread', 'bread', 'tomato', 'baked_bean']"
343,2,['vegetable']
344,2,"['skimmed', 'milk_chocolate', 'nut']"
345,2,['potato']
346,2,['vegetable']
347,2,"['cappuccino', 'skimmed', 'coconut_bar', 'egg', 'brownie']"
348,2,['banana']
349,2,"['curry_powder', 'tomato', 'onion', 'onion']"
350,2,"['cheese', 'chicken', 'tomato']"
351,2,"['marmite', 'peanut_butter', 'skimmed', 'bread', 'ketchup']"
352,2,"['bread', 'soup']"
353,2,"['chickpea', 'mint_sauce', 'carrot', 'onion', 'cauliflower']"
354,2,"['ketchup', 'wedge', 'onion', 'bean']"
355,2,"['chocolate', 'nut', 'tomato', 'skimmed']"
356,2,"['cheese', 'chicken', 'boiled']"
357,2,"['cheese', 'bread', 'marmite']"
358,2,"['potato', 'vegetable']"
359,2,"['mocha', 'chocolate', 'nut', 'skimmed']"
360,2,"['chicken', 'vegetable', 'bean']"
361,2,"['mashed_potato', 'garlic']"
362,2,"['mocha', 'chocolate', 'bagel', 'skimmed']"
363,2,"['bread', 'peanut_butter']"
364,2,"['bread', 'onion']"
365,2,['potato']
366,2,"['skimmed', 'bread', 'chocolate']"
367,2,"['curry_powder', 'tomato', 'wedge', 'lentil', 'onion']"
368,2,"['cauliflower', 'boiled']"
369,2,"['marmite', 'skimmed', 'bread', 'chocolate']"
370,2,['skimmed']
371,3,"['margarine', 'strawberry', 'whole_wheat']"
372,3,"['margarine', 'cabbage', 'cheddar_cheese', 'whole_wheat']"
373,3,"['margarine', 'corn', 'squash', 'grilled', 'beef']"
374,3,"['margarine', 'apple', 'squash']"
375,3,['beef']
376,3,"['margarine', 'popcorn', 'wine']"
377,3,"['oat', 'apple', 'blueberry']"
378,3,"['cheddar_cheese', 'beef']"
379,3,"['margarine', 'pancake', 'syrup', 'blueberry']"
380,3,['noodle']
381,3,"['cheese', 'beef', 'mint']"
382,3,"['apple', 'hot_chocolate']"
383,3,['fettuccine']
384,3,"['hot_chocolate', 'wrap']"
385,4,"['pumpkin', 'chocolate', 'soymilk']"
386,4,['coconut']
387,4,"['mozzarella_cheese', 'pizza']"
388,4,"['milk', 'cracker']"
389,4,"['chocolate', 'apple']"
390,4,"['cheese', 'sandwich']"
391,4,['cookie']
392,4,['banana']
393,4,['cracker']
394,4,['strawberry']
395,4,"['mozzarella_cheese', 'pizza', 'cracker', 'pizza', 'ham']"
396,4,['strawberry']
397,4,"['banana', 'mint', 'fruit']"
398,4,"['peanut_butter', 'strawberry', 'waffle']"
399,4,['sandwich']
400,4,['popcorn']
401,4,['cracker']
402,4,['french_fry']
403,4,['spice']
404,4,"['cracker', 'cookie']"
405,4,"['tomato', 'parmesan_cheese', 'grilled', 'caesar_dressing', 'vegetable']"
406,4,"['spice', 'peanut_butter']"
407,4,"['banana', 'banana']"
408,4,"['tortilla', 'mozzarella_cheese', 'tomato', 'taco', 'taco']"
409,4,"['cheese', 'vegetable']"
410,4,"['donut', 'cherry', 'cupcake']"
411,4,"['mozzarella_cheese', 'taco', 'salad', 'pizza', 'taco']"
412,4,['banana']
413,4,"['mozzarella_cheese', 'taco', 'salad', 'pizza', 'taco']"
414,4,['banana']
415,4,"['french_fry', 'sandwich']"
416,4,"['sirloin', 'bread', 'salad', 'baked_potato', 'ranch_dressing']"
417,4,['nacho']
418,4,"['popcorn', 'orange']"
419,4,['banana']
420,4,['mint']
421,4,"['peanut_butter', 'vanilla', 'raspberry', 'bread', 'grape']"
422,4,"['vanilla', 'banana']"
423,4,"['apple', 'salad', 'rice', 'banana']"
424,4,"['grilled', 'vegetable', 'banana']"
425,4,['carrot']
426,4,"['noodle', 'orange', 'potato']"
427,4,"['popcorn', 'banana']"
428,4,"['pecan_pie', 'banana']"
429,4,"['vanilla', 'banana']"
430,4,"['cracker', 'tomato', 'salad', 'grilled', 'lettuce']"
431,4,['banana']
432,4,"['popcorn', 'salad', 'apple', 'fudge', 'candy_cane', 'carrot']"
433,4,"['apple', 'banana']"
434,4,"['ranch', 'tomato', 'lettuce', 'cheddar_cheese', 'chicken']"
435,4,"['margarine', 'baked_potato', 'chicken']"
436,4,"['popcorn', 'fudge']"
437,4,['vanilla']
438,4,"['potato', 'cracker']"
439,4,"['cheese', 'peanut_butter', 'carrot']"
440,4,"['snicker', 'fudge', 'salad']"
441,4,['banana']
442,4,"['caesar_dressing', 'lettuce', 'tomato', 'chicken']"
443,4,"['mozzarella_cheese', 'pizza', 'spinach', 'pizza', 'ham']"
444,4,"['cherry', 'snicker', 'fudge']"
445,4,"['peanut_butter', 'bread', 'grape', 'apple']"
446,4,"['turkey', 'taco', 'salsa']"
